0	0	leetcode/leetcode_11.txt	1
0	0	leetcode/leetcode_407.txt	1
0	0	leetcode/leetcode_238.txt	1
1	0	leetcode/leetcode_52.txt	1
1	0	leetcode/leetcode_1001.txt	1
2	0	leetcode/leetcode_51.txt	1
3	0	leetcode/leetcode_1793.txt	1
3	0	leetcode/leetcode_85.txt	1
4	0	leetcode/leetcode_2280.txt	1
5	0	leetcode/leetcode_210.txt	1
5	0	leetcode/leetcode_630.txt	1
5	0	leetcode/leetcode_2392.txt	1
5	0	leetcode/leetcode_310.txt	1
6	0	leetcode/leetcode_630.txt	1
6	0	leetcode/leetcode_2115.txt	1
6	0	leetcode/leetcode_207.txt	1
6	0	leetcode/leetcode_2392.txt	1
6	0	leetcode/leetcode_310.txt	1
7	0	leetcode/leetcode_2381.txt	1
7	0	leetcode/leetcode_699.txt	1
8	0	leetcode/leetcode_12.txt	1
9	0	leetcode/leetcode_275.txt	1
10	0	leetcode/leetcode_34.txt	1
10	0	leetcode/leetcode_35.txt	1
10	0	leetcode/leetcode_374.txt	1
11	0	leetcode/leetcode_73.txt	1
12	0	leetcode/leetcode_2531.txt	1
13	0	leetcode/leetcode_210.txt	1
13	0	leetcode/leetcode_2603.txt	1
13	0	leetcode/leetcode_207.txt	1
14	0	leetcode/leetcode_2485.txt	1
14	0	leetcode/leetcode_995.txt	1
14	0	leetcode/leetcode_672.txt	1
14	0	leetcode/leetcode_1375.txt	1
15	0	leetcode/leetcode_2328.txt	1
16	0	leetcode/leetcode_2097.txt	1
17	0	leetcode/leetcode_375.txt	1
17	0	leetcode/leetcode_658.txt	1
17	0	leetcode/leetcode_278.txt	1
18	0	leetcode/leetcode_658.txt	1
18	0	leetcode/leetcode_464.txt	1
18	0	leetcode/leetcode_374.txt	1
19	0	leetcode/leetcode_17.txt	1
20	0	leetcode/leetcode_315.txt	1
20	0	leetcode/leetcode_2512.txt	1
21	0	leetcode/leetcode_733.txt	1
21	0	leetcode/leetcode_1034.txt	1
21	0	leetcode/leetcode_695.txt	1
22	0	leetcode/leetcode_375.txt	1
22	0	leetcode/leetcode_486.txt	1
23	0	leetcode/leetcode_2397.txt	1
24	0	leetcode/leetcode_464.txt	1
25	0	leetcode/leetcode_2542.txt	1
26	0	leetcode/leetcode_1137.txt	1
26	0	leetcode/leetcode_873.txt	1
26	0	leetcode/leetcode_70.txt	1
26	0	leetcode/leetcode_842.txt	1
27	0	leetcode/leetcode_491.txt	1
27	0	leetcode/leetcode_300.txt	1
28	0	leetcode/leetcode_495.txt	1
29	0	leetcode/leetcode_547.txt	1
29	0	leetcode/leetcode_2120.txt	1
30	0	leetcode/leetcode_719.txt	1
30	0	leetcode/leetcode_786.txt	1
30	0	leetcode/leetcode_378.txt	1
31	0	leetcode/leetcode_1375.txt	1
31	0	leetcode/leetcode_319.txt	1
32	0	leetcode/leetcode_1598.txt	1
33	0	leetcode/leetcode_2127.txt	1
33	0	leetcode/leetcode_685.txt	1
33	0	leetcode/leetcode_2608.txt	1
33	0	leetcode/leetcode_721.txt	1
34	0	leetcode/leetcode_1727.txt	1
34	0	leetcode/leetcode_2101.txt	1
34	0	leetcode/leetcode_463.txt	1
35	0	leetcode/leetcode_218.txt	1
36	0	leetcode/leetcode_496.txt	1
37	0	leetcode/leetcode_2400.txt	1
38	0	leetcode/leetcode_854.txt	1
38	0	leetcode/leetcode_41.txt	1
38	0	leetcode/leetcode_268.txt	1
39	0	leetcode/leetcode_1631.txt	1
40	0	leetcode/leetcode_976.txt	1
41	0	leetcode/leetcode_2049.txt	1
41	0	leetcode/leetcode_979.txt	1
41	0	leetcode/leetcode_2603.txt	1
42	0	leetcode/leetcode_2100.txt	1
42	0	leetcode/leetcode_1671.txt	1
43	0	leetcode/leetcode_2211.txt	1
43	0	leetcode/leetcode_1776.txt	1
44	0	leetcode/leetcode_2542.txt	1
45	0	leetcode/leetcode_2092.txt	1
46	0	leetcode/leetcode_54.txt	1
46	0	leetcode/leetcode_59.txt	1
46	0	leetcode/leetcode_2326.txt	1
47	0	leetcode/leetcode_2401.txt	1
48	0	leetcode/leetcode_1728.txt	1
49	0	leetcode/leetcode_2157.txt	1
49	0	leetcode/leetcode_2521.txt	1
50	0	leetcode/leetcode_215.txt	1
50	0	leetcode/leetcode_692.txt	1
50	0	leetcode/leetcode_347.txt	1
50	0	leetcode/leetcode_1779.txt	1
51	0	leetcode/leetcode_812.txt	1
52	0	leetcode/leetcode_834.txt	1
53	0	leetcode/leetcode_212.txt	1
53	0	leetcode/leetcode_37.txt	1
53	0	leetcode/leetcode_63.txt	1
54	0	leetcode/leetcode_2258.txt	1
54	0	leetcode/leetcode_2101.txt	1
55	0	leetcode/leetcode_312.txt	1
56	0	leetcode/leetcode_2009.txt	1
57	0	leetcode/leetcode_2509.txt	1
58	0	leetcode/leetcode_1563.txt	1
58	0	leetcode/leetcode_1690.txt	1
58	0	leetcode/leetcode_1686.txt	1
58	0	leetcode/leetcode_2029.txt	1
58	0	leetcode/leetcode_1872.txt	1
59	0	leetcode/leetcode_2525.txt	1
60	0	leetcode/leetcode_2045.txt	1
61	0	leetcode/leetcode_2267.txt	1
62	0	leetcode/leetcode_1563.txt	1
62	0	leetcode/leetcode_1690.txt	1
62	0	leetcode/leetcode_1686.txt	1
62	0	leetcode/leetcode_2029.txt	1
62	0	leetcode/leetcode_1872.txt	1
63	0	leetcode/leetcode_2406.txt	1
64	0	leetcode/leetcode_2312.txt	1
65	0	leetcode/leetcode_2024.txt	1
65	0	leetcode/leetcode_2136.txt	1
66	0	leetcode/leetcode_2211.txt	1
